departement,num_circo,exprimes,nuls,blancs,votants,abstentions,inscrits,nom,nuance,voix,perc_ins,perc_exp,status
68,06,58490,337,1139,59966,33895,93861,M. Denis PINT,REC,711,0.76,1.22,Battu
68,06,58490,337,1139,59966,33895,93861,M. Romuald LOURENÇO,DSV,666,0.71,1.14,Battu
68,06,58490,337,1139,59966,33895,93861,Mme Nathalie MULOT,EXG,503,0.54,0.86,Battu
68,06,58490,337,1139,59966,33895,93861,M. Pablo ROLDAN-SANCHEZ,DVD,85,0.09,0.15,Battu
69,01,52592,201,511,53304,18613,71917,Mme Anaïs BELOUASSA-CHERIFI,UG,22300,31.01,42.4,Qualif
69,01,52592,201,511,53304,18613,71917,M. Thomas RUDIGOZ,ENS,15631,21.73,29.72,Qualif
69,01,52592,201,511,53304,18613,71917,M. Laurent MOUTON,RN,9521,13.24,18.1,Qualif
69,01,52592,201,511,53304,18613,71917,M. Grégory SANSOZ,LR,3070,4.27,5.84,Battu
69,01,52592,201,511,53304,18613,71917,Mme Anne THIRIAT,ECO,1176,1.64,2.24,Battu
69,01,52592,201,511,53304,18613,71917,M. Brandon ALVES,REC,424,0.59,0.81,Battu
69,01,52592,201,511,53304,18613,71917,M. Jim BUGNI,EXG,358,0.5,0.68,Battu
69,01,52592,201,511,53304,18613,71917,M. Guillaume EYMERIC,DIV,110,0.15,0.21,Battu
69,01,52592,201,511,53304,18613,71917,Mme Ivanka LOPOUCHANSKY,EXG,2,0,0,Battu
69,02,57534,189,427,58150,16461,74611,M. Boris TAVERNIER,UG,28567,38.29,49.65,Qualif
69,02,57534,189,427,58150,16461,74611,M. Loïc TERRENES,ENS,14455,19.37,25.12,Qualif
69,02,57534,189,427,58150,16461,74611,Mme Anaëlle BISLEAU,RN,8228,11.03,14.3,Battu
69,02,57534,189,427,58150,16461,74611,Mme Maryll GUILLOTEAU,LR,4456,5.97,7.74,Battu
69,02,57534,189,427,58150,16461,74611,M. Karim MAHMOUD-VINTAM,DIV,731,0.98,1.27,Battu
69,02,57534,189,427,58150,16461,74611,Mme Vanessa ETENNE,REC,456,0.61,0.79,Battu
69,02,57534,189,427,58150,16461,74611,Mme Delphine BRIDAY,EXG,297,0.4,0.52,Battu
69,02,57534,189,427,58150,16461,74611,M. Pascal COULAN,DIV,148,0.2,0.26,Battu
69,02,57534,189,427,58150,16461,74611,M. Michaël JOUTEUX,EXG,133,0.18,0.23,Battu
69,02,57534,189,427,58150,16461,74611,M. Nizar TOUIHRI,DIV,63,0.08,0.11,Battu
69,02,57534,189,427,58150,16461,74611,M. Anthony BRUNO,EXG,0,0,0,Battu
69,03,53842,172,426,54440,16382,70822,Mme Marie-Charlotte GARIN,UG,27736,39.16,51.51,Elu
69,03,53842,172,426,54440,16382,70822,Mme Clara EYNAUD-LASSALLE,ENS,11557,16.32,21.46,Battu
69,03,53842,172,426,54440,16382,70822,Mme Clotilde MORIN,RN,7938,11.21,14.74,Battu
69,03,53842,172,426,54440,16382,70822,Mme Béatrice DE MONTILLE,LR,4464,6.3,8.29,Battu
69,03,53842,172,426,54440,16382,70822,M. Éric LAFOND,ECO,688,0.97,1.28,Battu
69,03,53842,172,426,54440,16382,70822,M. Leo BOURRET,UDI,501,0.71,0.93,Battu
69,03,53842,172,426,54440,16382,70822,Mme Marie RILLY,REC,486,0.69,0.9,Battu
69,03,53842,172,426,54440,16382,70822,M. Jean-Noël DUDUKDJIAN,EXG,260,0.37,0.48,Battu
69,03,53842,172,426,54440,16382,70822,Mme Anaïs BARRALLON,EXG,141,0.2,0.26,Battu
69,03,53842,172,426,54440,16382,70822,M. Marc CHINAL,DIV,71,0.1,0.13,Battu
69,04,60411,152,517,61080,17818,78898,Mme Sandrine RUNEL,UG,22959,29.1,38,Qualif
69,04,60411,152,517,61080,17818,78898,Mme Anne BRUGNERA,ENS,18744,23.76,31.03,Qualif
69,04,60411,152,517,61080,17818,78898,M. Yannick CHAUMONT,RN,10818,13.71,17.91,Qualif
69,04,60411,152,517,61080,17818,78898,M. Romain BILLARD,LR,6267,7.94,10.37,Battu
69,04,60411,152,517,61080,17818,78898,Mme Armande TORRENT,REC,655,0.83,1.08,Battu
69,04,60411,152,517,61080,17818,78898,M. Julien QUEVY,ECO,496,0.63,0.82,Battu
69,04,60411,152,517,61080,17818,78898,Mme Coralie LAURENT,EXG,329,0.42,0.54,Battu
69,04,60411,152,517,61080,17818,78898,Mme Juliette VEL,DIV,143,0.18,0.24,Battu
69,04,60411,152,517,61080,17818,78898,M. Tristan JEGO,EXG,0,0,0,Battu
69,05,67326,208,696,68230,22377,90607,Mme Blandine BROCARD,ENS,21552,23.79,32.01,Qualif
69,05,67326,208,696,68230,22377,90607,M. Fabrice MATTEUCCI,UG,17831,19.68,26.48,Qualif
69,05,67326,208,696,68230,22377,90607,Mme Sasha BITOUM,RN,17090,18.86,25.38,Qualif
69,05,67326,208,696,68230,22377,90607,M. Bastien JOINT,LR,9431,10.41,14.01,Battu
69,05,67326,208,696,68230,22377,90607,M. Mathieu BAZIN,REC,1009,1.11,1.5,Battu
69,05,67326,208,696,68230,22377,90607,Mme Hélène RIVIERE,EXG,413,0.46,0.61,Battu
69,06,58963,240,768,59971,32037,92008,M. Gabriel AMARD,UG,27294,29.66,46.29,Qualif
69,06,58963,240,768,59971,32037,92008,M. Jean-Paul BRET,DVG,11755,12.78,19.94,Qualif
69,06,58963,240,768,59971,32037,92008,Mme Délia AGUS,RN,11167,12.14,18.94,Battu
69,06,58963,240,768,59971,32037,92008,M. Marc FRAYSSE,LR,7247,7.88,12.29,Battu
69,06,58963,240,768,59971,32037,92008,M. Joseph BASILIEN,ECO,723,0.79,1.23,Battu
69,06,58963,240,768,59971,32037,92008,Mme Nadia BOUHAMI,EXG,466,0.51,0.79,Battu
69,06,58963,240,768,59971,32037,92008,Mme Raphaëlle MIZONY,EXG,184,0.2,0.31,Battu
69,06,58963,240,768,59971,32037,92008,M. Teyi Kekeli LAWSON DOUTE,DIV,127,0.14,0.22,Battu
69,07,43614,249,527,44390,28217,72607,M. Abdelkader LAHMAR,UG,20062,27.63,46,Qualif
69,07,43614,249,527,44390,28217,72607,M. Alexandre VINCENDET,ENS,11799,16.25,27.05,Qualif
69,07,43614,249,527,44390,28217,72607,M. Cédric PIGNAL,RN,9280,12.78,21.28,Qualif
69,07,43614,249,527,44390,28217,72607,Mme Myriam FONTAINE,LR,1536,2.12,3.52,Battu
69,07,43614,249,527,44390,28217,72607,M. Thomas SPREUX,EXG,526,0.72,1.21,Battu
69,07,43614,249,527,44390,28217,72607,Mme Régine BENON,REC,411,0.57,0.94,Battu
69,08,77141,371,1101,78613,27394,106007,M. Jonathan GERY,RN,25808,24.35,33.46,Qualif
69,08,77141,371,1101,78613,27394,106007,Mme Anne REYMBAUT,UG,17548,16.55,22.75,Qualif
69,08,77141,371,1101,78613,27394,106007,M. Dominique DESPRAS,ENS,16338,15.41,21.18,Qualif
69,08,77141,371,1101,78613,27394,106007,Mme Nathalie SERRE,LR,15941,15.04,20.66,Qualif
69,08,77141,371,1101,78613,27394,106007,M. Xavier FOURBOUL,REC,876,0.83,1.14,Battu
69,08,77141,371,1101,78613,27394,106007,M. Tristan TEYSSIER,EXG,630,0.59,0.82,Battu
69,09,69096,274,973,70343,27780,98123,M. Patrick LOUIS,UXD,24464,24.93,35.41,Qualif
69,09,69096,274,973,70343,27780,98123,M. Alexandre PORTIER,LR,17554,17.89,25.41,Qualif
69,09,69096,274,973,70343,27780,98123,M. Jean-Henri SOUMIREU-LARTIGUE,UG,16066,16.37,23.25,Qualif
69,09,69096,274,973,70343,27780,98123,M. Antoine LAURENT,ENS,9935,10.13,14.38,Battu
69,09,69096,274,973,70343,27780,98123,M. Damien D'AUTRYVE,REG,613,0.62,0.89,Battu
69,09,69096,274,973,70343,27780,98123,Mme Chantal HELLY,EXG,464,0.47,0.67,Battu
69,10,73640,298,990,74928,24116,99044,M. Thomas GASSILLOUD,ENS,23963,24.19,32.54,Qualif
69,10,73640,298,990,74928,24116,99044,Mme Cecile PATOUT,RN,22941,23.16,31.15,Qualif
69,10,73640,298,990,74928,24116,99044,Mme Florence Janine Jacqueline PERRIN,UG,17412,17.58,23.64,Qualif
69,10,73640,298,990,74928,24116,99044,Mme Sophie CRUZ,LR,6689,6.75,9.08,Battu
69,10,73640,298,990,74928,24116,99044,M. David HORNUS,DVD,1296,1.31,1.76,Battu
69,10,73640,298,990,74928,24116,99044,Mme Irène BERENYI GELEY,REC,788,0.8,1.07,Battu
69,10,73640,298,990,74928,24116,99044,M. Gilles BOMPARD,EXG,551,0.56,0.75,Battu
69,11,68931,403,1100,70434,27586,98020,M. Alexandre HUMBERT DUPALAIS,UXD,25371,25.88,36.81,Qualif
69,11,68931,403,1100,70434,27586,98020,M. Jean-Luc FUGIT,ENS,18564,18.94,26.93,Qualif
69,11,68931,403,1100,70434,27586,98020,M. Abdel YOUSFI,UG,15765,16.08,22.87,Qualif
69,11,68931,403,1100,70434,27586,98020,Mme Cindy FERRO,LR,6707,6.84,9.73,Battu
69,11,68931,403,1100,70434,27586,98020,Mme Sophie SPENNATO,ECO,1974,2.01,2.86,Battu
69,11,68931,403,1100,70434,27586,98020,Mme Isabelle BROWNING,EXG,550,0.56,0.8,Battu
69,12,60105,230,613,60948,21799,82747,Mme Lucie GAILLOT DURAND,UG,18044,21.81,30.02,Qualif
69,12,60105,230,613,60948,21799,82747,M. Cyrille ISAAC-SIBILLE,ENS,17411,21.04,28.97,Qualif
69,12,60105,230,613,60948,21799,82747,Mme Clémence LUISIER,RN,15003,18.13,24.96,Qualif
69,12,60105,230,613,60948,21799,82747,M. Pascal CHARMOT,LR,8345,10.08,13.88,Battu
69,12,60105,230,613,60948,21799,82747,Mme Noémie GALLICE,REC,737,0.89,1.23,Battu
69,12,60105,230,613,60948,21799,82747,Mme Cécile FAURITE,EXG,565,0.68,0.94,Battu
69,13,61671,280,751,62702,27099,89801,Mme Tiffany JONCOUR,RN,22417,24.96,36.35,Qualif
69,13,61671,280,751,62702,27099,89801,M. Victor PRANDT,UG,16178,18.02,26.23,Qualif
69,13,61671,280,751,62702,27099,89801,Mme Sarah TANZILLI,ENS,14933,16.63,24.21,Qualif
69,13,61671,280,751,62702,27099,89801,M. Philippe MEUNIER,LR,6106,6.8,9.9,Battu
69,13,61671,280,751,62702,27099,89801,M. Didier BARTHÈS,DVG,799,0.89,1.3,Battu
69,13,61671,280,751,62702,27099,89801,Mme Océane GIGAREL,REC,610,0.68,0.99,Battu
69,13,61671,280,751,62702,27099,89801,M. Michel PIOT,EXG,523,0.58,0.85,Battu
69,13,61671,280,751,62702,27099,89801,M. Patrick BIAUT,DVD,105,0.12,0.17,Battu
69,14,44798,339,654,45791,30781,76572,M. Idir BOUMERTIT,UG,21854,28.54,48.78,Qualif
69,14,44798,339,654,45791,30781,76572,M. Cédric MERMET,RN,12637,16.5,28.21,Qualif
69,14,44798,339,654,45791,30781,76572,M. Ludovic ALMERAS,ENS,6996,9.14,15.62,Battu
69,14,44798,339,654,45791,30781,76572,M. David MAZZONE,LR,2059,2.69,4.6,Battu
69,14,44798,339,654,45791,30781,76572,M. Olivier MINOUX,EXG,815,1.06,1.82,Battu
69,14,44798,339,654,45791,30781,76572,Mme Blandine RIHA,REC,437,0.57,0.98,Battu
70,01,60336,947,1227,62510,25845,88355,M. Antoine VILLEDIEU,RN,29458,33.34,48.82,Qualif
70,01,60336,947,1227,62510,25845,88355,M. Alain CHRETIEN,ENS,18093,20.48,29.99,Qualif
70,01,60336,947,1227,62510,25845,88355,M. Sébastien POYARD,UG,10362,11.73,17.17,Battu
70,01,60336,947,1227,62510,25845,88355,M. Mohamed-Salah ZELFA,DIV,906,1.03,1.5,Battu
70,01,60336,947,1227,62510,25845,88355,M. Cédric FISCHER,EXG,816,0.92,1.35,Battu
70,01,60336,947,1227,62510,25845,88355,M. Philippe GHILES,REC,701,0.79,1.16,Battu
70,02,60498,1082,1201,62781,26597,89378,M. Emeric SALMON,RN,30315,33.92,50.11,Elu
70,02,60498,1082,1201,62781,26597,89378,M. Eric HOULLEY,UG,13632,15.25,22.53,Battu
70,02,60498,1082,1201,62781,26597,89378,M. Fabrice BARASSI-ZAMOCHNIKOFF,ENS,8354,9.35,13.81,Battu
70,02,60498,1082,1201,62781,26597,89378,M. Loic LABORIE,LR,6600,7.38,10.91,Battu
70,02,60498,1082,1201,62781,26597,89378,Mme Isabelle APRO,EXG,1018,1.14,1.68,Battu
70,02,60498,1082,1201,62781,26597,89378,M. Christophe DEVILLERS,REC,579,0.65,0.96,Battu
71,01,50798,444,934,52176,23084,75260,Mme Rachel DREVET,RN,17602,23.39,34.65,Qualif
71,01,50798,444,934,52176,23084,75260,M. Benjamin DIRX,ENS,15546,20.66,30.6,Qualif
71,01,50798,444,934,52176,23084,75260,M. Jean-Luc DELPEUCH,UG,14017,18.62,27.59,Qualif
71,01,50798,444,934,52176,23084,75260,M. Jean-Philippe BELVILLE,LR,2368,3.15,4.66,Battu
71,01,50798,444,934,52176,23084,75260,M. Jean-Armand ROY,DSV,836,1.11,1.65,Battu
71,01,50798,444,934,52176,23084,75260,M. Christophe SPRINGAUX,EXG,429,0.57,0.84,Battu
71,02,52144,532,894,53570,23051,76621,M. Olivier DAMIEN,RN,19738,25.76,37.85,Qualif
71,02,52144,532,894,53570,23051,76621,Mme Josiane CORNELOUP,LR,17511,22.85,33.58,Qualif
71,02,52144,532,894,53570,23051,76621,M. Sébastien GAUTHERON,UG,9124,11.91,17.5,Battu
71,02,52144,532,894,53570,23051,76621,M. Raymond ZEKPA,ENS,5094,6.65,9.77,Battu
71,02,52144,532,894,53570,23051,76621,M. Patrick BERTHELOT,EXG,677,0.88,1.3,Battu
71,03,54201,733,1232,56166,24735,80901,M. Aurélien DUTREMBLE,RN,23130,28.59,42.67,Qualif
71,03,54201,733,1232,56166,24735,80901,M. Rémy REBEYROTTE,ENS,13606,16.82,25.1,Qualif
71,03,54201,733,1232,56166,24735,80901,M. Richard BENINGER,UG,10375,12.82,19.14,Qualif
71,03,54201,733,1232,56166,24735,80901,M. Charles LANDRE,DVD,5384,6.66,9.93,Battu
71,03,54201,733,1232,56166,24735,80901,Mme France ROBERT,DSV,783,0.97,1.44,Battu
71,03,54201,733,1232,56166,24735,80901,Mme Julie LUCOTTE,EXG,730,0.9,1.35,Battu
71,03,54201,733,1232,56166,24735,80901,M. José Antonio GRANADO,DIV,193,0.24,0.36,Battu
71,04,54744,587,1299,56630,25995,82625,M. Eric MICHOUX,UXD,24276,29.38,44.34,Qualif
71,04,54744,587,1299,56630,25995,82625,Mme Cécile UNTERMAIER,UG,16403,19.85,29.96,Qualif
71,04,54744,587,1299,56630,25995,82625,M. Anthony VADOT,LR,12222,14.79,22.33,Qualif
71,04,54744,587,1299,56630,25995,82625,M. Claude COURATIER,EXG,1115,1.35,2.04,Battu
71,04,54744,587,1299,56630,25995,82625,Mme Véronique BELLEST,DSV,728,0.88,1.33,Battu
71,05,56392,573,945,57910,28033,85943,M. Arnaud SANVERT,RN,19807,23.05,35.12,Qualif
71,05,56392,573,945,57910,28033,85943,Mme Fatima KOURICHE,UG,13130,15.28,23.28,Qualif
71,05,56392,573,945,57910,28033,85943,M. Louis MARGUERITTE,ENS,11699,13.61,20.75,Qualif
71,05,56392,573,945,57910,28033,85943,M. Gilles PLATRET,DVD,10746,12.5,19.06,Qualif
71,05,56392,573,945,57910,28033,85943,M. Pascal DUFRAIGNE,EXG,885,1.03,1.57,Battu
71,05,56392,573,945,57910,28033,85943,M. Alain CADIOT,DVD,125,0.15,0.22,Battu
72,01,49003,419,1213,50635,23131,73766,Mme Céline DE COSSÉ BRISSAC,RN,16465,22.32,33.6,Qualif
72,01,49003,419,1213,50635,23131,73766,Mme Julie DELPECH,ENS,15111,20.49,30.84,Qualif
72,01,49003,419,1213,50635,23131,73766,Mme Ghislaine BONNET,UG,12258,16.62,25.01,Qualif
72,01,49003,419,1213,50635,23131,73766,M. Clément COULON,LR,4459,6.04,9.1,Battu
72,01,49003,419,1213,50635,23131,73766,Mme Sylvie MAILLET,EXG,710,0.96,1.45,Battu
72,02,51811,322,1510,53643,30121,83764,Mme Marietta KARAMANLI,UG,20700,24.71,39.95,Qualif
72,02,51811,322,1510,53643,30121,83764,M. François FEVRE,UXD,18282,21.83,35.29,Qualif
72,02,51811,322,1510,53643,30121,83764,M. Samuel CHEVALLIER,UDI,11962,14.28,23.09,Qualif
72,02,51811,322,1510,53643,30121,83764,M. Thomas HUBERT,EXG,776,0.93,1.5,Battu
72,02,51811,322,1510,53643,30121,83764,M. Clément CHEURET,DIV,91,0.11,0.18,Battu
72,03,55559,647,1317,57523,28355,85878,M. Romain LEMOIGNE,RN,23637,27.52,42.54,Qualif
72,03,55559,647,1317,57523,28355,85878,M. Eric MARTINEAU,ENS,16209,18.87,29.17,Qualif
72,03,55559,647,1317,57523,28355,85878,Mme Mathilde JACK,UG,10320,12.02,18.57,Battu
72,03,55559,647,1317,57523,28355,85878,M. Vincent GRUAU,LR,2819,3.28,5.07,Battu
72,03,55559,647,1317,57523,28355,85878,M. Raymond DE MALHERBE,REC,1131,1.32,2.04,Battu
72,03,55559,647,1317,57523,28355,85878,Mme Maryse BRUTOUT,EXG,885,1.03,1.59,Battu
72,03,55559,647,1317,57523,28355,85878,M. Éric TROCHON,DSV,558,0.65,1,Battu
72,04,52424,472,1247,54143,27296,81439,Mme Marie-Caroline LE PEN,RN,20584,25.28,39.26,Qualif
72,04,52424,472,1247,54143,27296,81439,Mme Elise LEBOUCHER,UG,13600,16.7,25.94,Qualif
72,04,52424,472,1247,54143,27296,81439,Mme Sylvie CASENAVE-PÉRÉ,ENS,13565,16.66,25.88,Qualif
72,04,52424,472,1247,54143,27296,81439,M. Léo BRISARD,LR,2316,2.84,4.42,Battu
72,04,52424,472,1247,54143,27296,81439,M. Didier BARBET,DVD,1546,1.9,2.95,Battu
72,04,52424,472,1247,54143,27296,81439,M. Thierry NOUCHY,EXG,596,0.73,1.14,Battu
72,04,52424,472,1247,54143,27296,81439,M. Jean-Michel BRUGADE,REG,217,0.27,0.41,Battu
72,05,57213,497,1367,59077,28903,87980,M. Pierre VAUGARNY,RN,21870,24.86,38.23,Qualif
72,05,57213,497,1367,59077,28903,87980,M. Jean-Carles GRELIER,ENS,17898,20.34,31.28,Qualif
72,05,57213,497,1367,59077,28903,87980,M. Christophe ROUILLON,UG,15261,17.35,26.67,Qualif
72,05,57213,497,1367,59077,28903,87980,Mme Cécile BAYLE DE JESSÉ,DSV,1285,1.46,2.25,Battu
72,05,57213,497,1367,59077,28903,87980,Mme Karine FOUQUET,EXG,899,1.02,1.57,Battu
73,01,66348,585,1130,68063,26053,94116,Mme Typhanie DEGOIS,UXD,23992,25.49,36.16,Qualif
73,01,66348,585,1130,68063,26053,94116,Mme Marina FERRARI,ENS,23381,24.84,35.24,Qualif
73,01,66348,585,1130,68063,26053,94116,Mme Christel GRANATA,UG,15212,16.16,22.93,Qualif
73,01,66348,585,1130,68063,26053,94116,M. Frédéric EXERTIER,ECO,2292,2.44,3.45,Battu
73,01,66348,585,1130,68063,26053,94116,M. Guy-Alain PEYRARD,REC,828,0.88,1.25,Battu
73,01,66348,585,1130,68063,26053,94116,M. Adrien CASEJUANE,EXG,450,0.48,0.68,Battu
73,01,66348,585,1130,68063,26053,94116,M. Jean-Pierre CHAUVEAU,DSV,193,0.21,0.29,Battu
73,02,50469,385,746,51600,24026,75626,M. Vincent ROLLAND,LR,18593,24.59,36.84,Qualif
73,02,50469,385,746,51600,24026,75626,Mme Pauline RACT-BRANCAZ,RN,17762,23.49,35.19,Qualif
73,02,50469,385,746,51600,24026,75626,Mme Pascale MARTINOT,UG,11591,15.33,22.97,Qualif
73,02,50469,385,746,51600,24026,75626,Mme Delphine JAFFRÉ,REG,1244,1.64,2.46,Battu
73,02,50469,385,746,51600,24026,75626,M. Mathieu CICERI,DSV,488,0.65,0.97,Battu
73,02,50469,385,746,51600,24026,75626,Mme Morgane BETTOLI,REC,441,0.58,0.87,Battu
73,02,50469,385,746,51600,24026,75626,Mme Myriam RAHALIA,EXG,350,0.46,0.69,Battu
73,03,52877,355,821,54053,20530,74583,Mme Emilie BONNIVARD,LR,21605,28.97,40.86,Qualif
73,03,52877,355,821,54053,20530,74583,Mme Marie DAUCHY,RN,19023,25.51,35.98,Qualif
73,03,52877,355,821,54053,20530,74583,M. Daniel IBANEZ,UG,11530,15.46,21.81,Qualif
73,03,52877,355,821,54053,20530,74583,Mme Pascale TROUVÉ,EXG,719,0.96,1.36,Battu
73,04,55044,426,1148,56618,22994,79612,M. Jean-François COULOMME,UG,20297,25.49,36.87,Qualif
73,04,55044,426,1148,56618,22994,79612,M. Brice BERNARD,RN,16642,20.9,30.23,Qualif
73,04,55044,426,1148,56618,22994,79612,Mme Anaïs GOMERO,ENS,15256,19.16,27.72,Qualif
73,04,55044,426,1148,56618,22994,79612,M. Albin GUILLAUD,DIV,1188,1.49,2.16,Battu
73,04,55044,426,1148,56618,22994,79612,M. Vincent THOMAZO,DSV,1016,1.28,1.85,Battu
73,04,55044,426,1148,56618,22994,79612,Mme Marie DUCRUET,EXG,643,0.81,1.17,Battu
73,04,55044,426,1148,56618,22994,79612,M. Vincent BERNOLLIN,UDI,2,0,0,Battu
74,01,78796,529,1570,80895,29789,110684,Mme Véronique RIOTTON,ENS,28079,25.37,35.64,Qualif
74,01,78796,529,1570,80895,29789,110684,M. Guillaume ROIT-LEVÊQUE,RN,24500,22.14,31.09,Qualif
74,01,78796,529,1570,80895,29789,110684,Mme Anne-Valérie DUVAL,UG,17980,16.24,22.82,Qualif
74,01,78796,529,1570,80895,29789,110684,M. Florian THABUIS,LR,6527,5.9,8.28,Battu
74,01,78796,529,1570,80895,29789,110684,Mme Claudine MOLIN,REC,937,0.85,1.19,Battu
74,01,78796,529,1570,80895,29789,110684,M. Jacques MATTEI,EXG,675,0.61,0.86,Battu
74,01,78796,529,1570,80895,29789,110684,M. Stéphane ESPIC,DIV,98,0.09,0.12,Battu
74,02,71476,362,1219,73057,28636,101693,M. Antoine ARMAND,ENS,23783,23.39,33.27,Qualif
74,02,71476,362,1219,73057,28636,101693,M. Anis BOUVARD,RN,20583,20.24,28.8,Qualif
74,02,71476,362,1219,73057,28636,101693,M. Guillaume TATU,UG,19215,18.9,26.88,Qualif
74,02,71476,362,1219,73057,28636,101693,M. Alexandre RICHEFORT,LR,5396,5.31,7.55,Battu
74,02,71476,362,1219,73057,28636,101693,M. Jérémy LANGLADE-NOUCHY,REG,1077,1.06,1.51,Battu
74,02,71476,362,1219,73057,28636,101693,Mme Pascale VINCENT,REC,872,0.86,1.22,Battu
74,02,71476,362,1219,73057,28636,101693,M. Naci YILDIRIM,EXG,411,0.4,0.58,Battu
74,02,71476,362,1219,73057,28636,101693,M. Geoffrey CORNET,EXG,139,0.14,0.19,Battu
74,03,60936,326,1157,62419,27529,89948,M. Antoine VALENTIN,UXD,24182,26.88,39.68,Qualif
74,03,60936,326,1157,62419,27529,89948,Mme Christelle PETEX,DVD,19726,21.93,32.37,Qualif
74,03,60936,326,1157,62419,27529,89948,M. Gérard VEZ,UG,14630,16.26,24.01,Qualif
74,03,60936,326,1157,62419,27529,89948,Mme Véronique BOUVIER,REG,1742,1.94,2.86,Battu
74,03,60936,326,1157,62419,27529,89948,Mme Jocelyne LEGOUHY,EXG,656,0.73,1.08,Battu
74,04,56019,211,639,56869,34056,90925,Mme Virginie DUBY-MULLER,LR,20865,22.95,37.25,Qualif
74,04,56019,211,639,56869,34056,90925,Mme Magalie LUHO,RN,16159,17.77,28.85,Qualif
74,04,56019,211,639,56869,34056,90925,Mme Dominique LACHENAL,UG,15331,16.86,27.37,Qualif
74,04,56019,211,639,56869,34056,90925,M. Alexandre GIANESELLO,DVC,2265,2.49,4.04,Battu
74,04,56019,211,639,56869,34056,90925,Mme Barbara LEMMO GAUD,REG,945,1.04,1.69,Battu
74,04,56019,211,639,56869,34056,90925,Mme Cécile ROCHE,EXG,371,0.41,0.66,Battu
74,04,56019,211,639,56869,34056,90925,M. Jean-Marc LORENZO,DIV,83,0.09,0.15,Battu
74,05,67973,416,1183,69572,34132,103704,M. Quentin TAÏEB,UXD,21822,21.04,32.1,Qualif
74,05,67973,416,1183,69572,34132,103704,Mme Anne-Cécile VIOLLAND,ENS,21124,20.37,31.08,Qualif
74,05,67973,416,1183,69572,34132,103704,M. Jean-Baptiste BAUD,UG,15985,15.41,23.52,Qualif
74,05,67973,416,1183,69572,34132,103704,Mme Chrystelle BEURRIER,DVD,4800,4.63,7.06,Battu
74,05,67973,416,1183,69572,34132,103704,M. Daniel MAGNIN,REG,1808,1.74,2.66,Battu
74,05,67973,416,1183,69572,34132,103704,M. Nicolas BAL,REG,987,0.95,1.45,Battu
74,05,67973,416,1183,69572,34132,103704,M. Sacha POIDEVIN,REC,963,0.93,1.42,Battu
74,05,67973,416,1183,69572,34132,103704,Mme Michelle BALLY,EXG,484,0.47,0.71,Battu
74,06,54232,289,904,55425,26733,82158,M. Charles PRATS,UXD,19639,23.9,36.21,Qualif
74,06,54232,289,904,55425,26733,82158,M. Xavier ROSEREN,ENS,18805,22.89,34.68,Qualif
74,06,54232,289,904,55425,26733,82158,M. Alain ROUBIAN,UG,12039,14.65,22.2,Qualif
74,06,54232,289,904,55425,26733,82158,M. Cyrille DU PELOUX,LR,3135,3.82,5.78,Battu
74,06,54232,289,904,55425,26733,82158,M. Alexandre DEMEURE,EXG,614,0.75,1.13,Battu
75,01,62753,173,495,63421,20888,84309,M. Sylvain MAILLARD,ENS,28048,33.27,44.7,Qualif
75,01,62753,173,495,63421,20888,84309,M. Raphaël KEMPF,UG,20138,23.89,32.09,Qualif
75,01,62753,173,495,63421,20888,84309,Mme Delphine VOIRIN,RN,6303,7.48,10.04,Battu
75,01,62753,173,495,63421,20888,84309,Mme Laurence SAILLIET,LR,3469,4.11,5.53,Battu
75,01,62753,173,495,63421,20888,84309,M. Pierre MAURIN,DVD,2883,3.42,4.59,Battu
75,01,62753,173,495,63421,20888,84309,Mme Marine CHIABERTO,REC,991,1.18,1.58,Battu
75,01,62753,173,495,63421,20888,84309,M. Alban Ludovic Bertrand PINEAU,DVC,598,0.71,0.95,Battu
75,01,62753,173,495,63421,20888,84309,Mme Laurence BOULINIER,EXG,231,0.27,0.37,Battu
75,01,62753,173,495,63421,20888,84309,Mme Mathilde CONTENSOU,REG,89,0.11,0.14,Battu
75,01,62753,173,495,63421,20888,84309,M. Axel METZKER,DIV,3,0,0,Battu
75,01,62753,173,495,63421,20888,84309,M. Aurélien GAUTREAU,EXG,0,0,0,Battu
75,02,56418,153,337,56908,17671,74579,Mme Marine ROSSET,UG,18845,25.27,33.4,Qualif
75,02,56418,153,337,56908,17671,74579,M. Jean LAUSSUCQ,ENS,13325,17.87,23.62,Qualif
75,02,56418,153,337,56908,17671,74579,M. Gilles LE GENDRE,DVC,11071,14.84,19.62,Qualif
75,02,56418,153,337,56908,17671,74579,Mme Melody DE WITTE,RN,6206,8.32,11,Battu
75,02,56418,153,337,56908,17671,74579,Mme Félicité HERZOG DE COSSÉ BRISSAC,DVD,3792,5.08,6.72,Battu
75,02,56418,153,337,56908,17671,74579,M. Romain MARSILY,DVD,1229,1.65,2.18,Battu
75,02,56418,153,337,56908,17671,74579,Mme Ornella EVANGELISTA,REC,778,1.04,1.38,Battu
75,02,56418,153,337,56908,17671,74579,Mme Cécile Marie LORANS,ECO,512,0.69,0.91,Battu
75,02,56418,153,337,56908,17671,74579,M. Frédéric MAURIANGE,DVC,430,0.58,0.76,Battu
75,02,56418,153,337,56908,17671,74579,Mme Charline JOLIVEAU,EXG,168,0.23,0.3,Battu
